Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20
80,0.379551684,-0.08589482,,,592,0.721869141,4.649588489,0.154586011,,1,Z,0,Category1,Option4,11.31056061,8.352151286,Yes,Medium,
,0.927170848,0.865373641,,0,,0.594039965,1.496575839,2.180061539,1.773623908,5,X,0,Category1,Option1,8.543906035,14.80554449,Yes,High,cat
1,0.394434612,-0.908773984,C,0,,1.25054744,1.558662001,1.302286706,,5,X,0,Category1,Option1,8.95679733,12.09499971,No,Low,cat
50,0.633704797,-0.561391018,,0,228,0.024219236,3.917133317,-0.957605514,,3,X,0,Category1,Option2,14.8123976,12.79378091,Yes,Medium,cat
,0.985682558,0.816027741,,,,1.822777438,3.794980166,0.034050289,2.922138017,9,X,0,Category1,Option4,,10.87479136,Yes,,
82,0.317479935,-1.084230474,A,,209,1.165979381,3.343771431,-3.720128276,7.046329615,25,X,0,Category1,Option3,,10.57299667,No,High,dog
,0.692400481,-0.037381321,C,,713,0.016461813,2.809541229,-3.780351392,,12,Y,0,Category2,Option2,,13.03332043,Yes,Low,some other
,0.870546848,-0.410820107,A,,61,0.455850319,1.920792307,0.154726794,7.966215348,1,Y,0,Category1,Option1,,5.572386484,No,Low,
22,0.230896932,0.351853929,,0,930,2.451131572,6.713927656,0.512734065,,6,X,1,Category1,Option1,,8.382724684,Yes,High,dog
,0.107789407,1.373682723,D,0,155,1.056849505,1.225154517,0.05575665,1.963865889,2,X,0,Category2,Option1,,13.53869695,Yes,Medium,dog
,0.508519568,1.30352383,A,,,0.481128008,1.133659048,-0.795044232,,1,Y,2,Category2,Option4,11.35344343,12.10056733,Yes,Medium,
,1.255344278,-0.386567147,A,0,1114.529918,2.368973533,8.633025834,-6.001233944,2.211403604,1,Z,0,Category1,Option3,,5.560171611,No,Low,
,0.87021166,-1.560762667,,0,522,0.983586377,7.146702012,1.17557272,2.969549194,2,Y,0,Category1,Option4,10.05099394,8.146643915,Yes,Low,
,0.217135839,-0.160823625,,0,517,0.783355143,2.046190515,1.813143272,7.037636413,8,Y,0,Category1,Option2,9.828592591,5.501399996,No,Low,cat
,0.9450645,-0.766601246,D,0,,0.443424784,4.407517025,-3.212318224,,6,X,0,Category1,Option2,11.77133947,6.749470044,Yes,Low,some other
,0.401149672,-1.363556283,D,,,0.158285828,7.435878768,3.61991443,4.979505479,1,X,1,Category1,Option3,10.15632376,11.39867437,Yes,Medium,
,0.855062474,0.233081802,D,0,556,0.105102219,12.2959892,0.183002605,,1,Z,1,Category1,Option2,11.22053689,6.487886927,No,Medium,
,0.106800705,0.358020629,C,0,,0.521905558,8.26607772,-0.449534286,,1,Y,1,Category1,Option1,7.907685768,8.366411757,Yes,Low,
76,0.412568041,1.386283846,A,0,183,0.267303372,10.32130203,0.028948229,,5,X,0,Category1,Option4,9.257943702,12.56780639,No,High,
13,0.543316728,0.707682558,C,,198,0.121760144,4.223628145,1.922172377,2.891360832,9,Y,2,Category2,Option4,8.654878178,11.86519942,Yes,High,dog
,0.600166473,0.320809121,,0,911,0.558855389,1.645605684,-0.067031555,,4,Z,2,Category1,Option2,7.763106614,14.57568507,Yes,Low,
,0.894241923,-0.974630773,C,,,1.275612084,0.988001492,1.877042605,2.193444513,3,Y,0,Category1,Option4,11.96182853,12.25298595,Yes,,dog
,0.320688815,0.628007973,D,,,1.100791743,8.675299008,0.900292993,9.899046565,11,X,0,Category2,Option2,,7.995798008,Yes,High,dog
,0.132721146,2.253914413,,0,850,1.097112109,3.264097212,-0.268850449,6.055508251,7,Y,1,Category1,Option3,10.78303722,9.174948259,Yes,High,
71,0.472734275,0.027297708,B,0,293,0.144571184,1.250312057,0.366174493,,9,Z,0,Category1,Option4,9.804346061,6.302279629,No,Medium,some other
,0.090067446,0.764624816,D,0,793,0.444112371,14.52666794,-2.542912233,5.995350362,15,Z,0,Category3,Option2,9.386502463,11.05295741,Yes,,
44,0.843403098,0.549381006,B,,571,0.288493663,5.935057836,0.323918716,,5,Z,0,Category1,Option2,,10.95448136,No,High,
91,1.094177811,-0.028968145,B,,-71.98630295,1.738746463,5.44589975,-3.177736523,3.123036083,1,X,1,Category1,Option4,11.48739499,12.84234258,Yes,Low,cat
,0.228977495,-1.427053795,A,,818,0.797999138,2.133299576,0.193727742,,1,Z,0,Category2,Option2,,7.38255305,Yes,Medium,dog
,0.130672575,-0.282220268,B,0,346,0.237107848,7.821915135,-0.579107273,7.841225131,9,Z,0,Category1,Option3,10.39824903,6.82827731,Yes,Low,dog
,0.591081665,-0.243518921,A,0,200,0.107870458,4.964861672,-0.749797364,3.069785598,2,Z,1,Category1,Option3,10.05369414,10.08202924,Yes,High,
75,0.751675053,-0.202126432,,,,2.596172283,11.87270726,-2.143439847,,4,Z,0,Category2,Option3,8.953746047,6.381343169,No,Low,cat
77,0.387067147,0.160165957,D,,,0.463639766,0.750582039,4.403581861,,3,Y,0,Category1,Option4,9.861782158,8.784877006,Yes,Medium,dog
,0.780614027,0.511144461,B,0,413,0.306833951,2.230938379,-2.858075441,4.126570953,1,Z,1,Category2,Option4,,10.92654511,No,Low,cat
95,0.674287121,-1.4479509,,0,,2.935798958,6.927296568,-1.378203938,4.094023313,2,Z,1,Category2,Option1,8.349560017,13.42498103,No,Medium,some other
82,0.049745643,-0.08136389,,,547,2.830135368,4.345413304,1.852793963,,2,Y,0,Category2,Option4,12.31753711,9.337606209,Yes,Low,cat
,0.719653642,-0.813879205,A,0,,1.133321712,4.944997094,2.225699738,5.895691963,13,Z,0,Category1,Option1,8.462765873,10.06823542,Yes,Low,
,0.574751999,0.717187841,B,0,,0.126549076,1.156082551,-0.05334472,,7,X,1,Category2,Option2,,11.2555433,No,High,dog
,0.918285965,0.283728732,A,,419,0.256552209,3.006537366,-2.687113716,,4,X,0,Category1,Option3,,10.19729592,Yes,Medium,cat
,0.093556404,-0.164973853,C,0,925,0.356227899,4.226689094,-0.050221955,2.079994839,1,Y,0,Category1,Option4,,9.168303315,No,Medium,some other
49,0.175168759,-0.522707314,,0,336,0.168321889,5.575225423,1.464507567,,1,Z,1,Category1,Option3,9.025787276,5.990668144,Yes,High,some other
87,0.664311559,0.159967403,B,0,452,3.851682034,5.179176103,-0.407396181,,11,X,0,Category1,Option3,,5.470709153,No,Medium,cat
,0.853350959,0.236169361,C,,739,1.928676564,1.294019721,-0.730909473,,2,Y,0,Category3,Option2,,7.606680281,Yes,Low,
80,0.234598371,-0.547652348,,,1090.458109,1.295243875,7.646524351,1.433667114,,3,X,0,Category1,Option1,,7.431023726,Yes,Low,dog
41,0.948373403,0.663694203,C,0,688,1.103980151,16.63961534,0.311672395,8.019642427,2,Y,0,Category1,Option1,,5.619079852,Yes,High,some other
90,0.887397155,0.840910018,D,,703,0.302048399,6.686256252,0.517388483,3.05566444,1,X,1,Category1,Option2,13.77494661,6.582817328,Yes,High,cat
,0.143482683,1.69300982,,0,424.0370417,1.149981242,6.606663234,-1.781381598,9.026864862,10,Z,2,Category2,Option1,,5.780948964,Yes,Low,dog
,0.945217984,-1.303342605,,0,597,0.599077213,3.034188219,-0.022376066,,19,X,1,Category3,Option4,12.4125058,7.078451827,Yes,,
,0.23964376,1.376005951,D,,766.2339538,2.04286314,0.81710726,-6.086991998,8.082435676,5,Y,0,Category2,Option1,,9.325923219,Yes,Medium,cat
,0.626456683,0.98509076,D,0,,0.176277948,2.951234752,-4.578026117,,1,X,2,Category1,Option3,,12.63690147,Yes,High,cat
,0.6950022,-0.178618286,C,0,418,4.016600446,3.232394908,0.148218321,,1,Z,1,Category1,Option2,10.03233075,10.68858733,Yes,Low,
,0.330468373,1.235137748,,,,0.371480769,0.71463334,0.080704179,,7,Y,1,Category1,Option4,10.16397766,5.286513215,Yes,Low,cat
6,0.061954768,-1.084478065,,0,975,0.506483559,4.424833492,0.061853476,,6,Z,1,Category1,Option3,,7.03927154,Yes,,cat
,0.677537276,-2.297389621,C,0,933,3.497820423,2.668151994,-2.536968292,,8,X,1,Category1,Option4,9.398414331,7.02339402,Yes,High,
79,0.12186009,-0.780261535,D,1,,0.873442476,1.244020431,-0.576306333,,2,X,1,Category1,Option4,11.85919004,8.113974495,Yes,Low,dog
,0.030886421,-2.30798443,,0,,0.418645292,4.121204606,-2.325692334,4.912879212,1,Z,1,Category1,Option1,7.069167813,10.18068188,Yes,High,dog
34,0.747014239,1.867298931,D,,,0.712982606,1.650395977,-0.333100936,,14,X,0,Category1,Option2,8.003256774,13.43912673,Yes,Medium,
,0.110823526,1.061797196,B,0,,1.905105728,0.20167291,0.914253697,,4,Z,1,Category1,Option2,8.641152003,8.709545647,Yes,High,
,0.811166865,0.720872701,C,0,,0.140348008,4.300267113,0.26719022,2.785303327,6,Z,0,Category1,Option3,,8.304035532,No,High,
21,0.989078848,-1.224403656,,0,406,0.435520521,0.487320972,2.28732406,,1,X,0,Category3,Option1,8.697301938,11.72014626,Yes,Low,
,0.403683045,1.918334718,,,527,0.144501065,3.013069846,1.209972875,4.172825371,4,Y,0,Category1,Option1,9.769743667,9.674270005,Yes,Low,cat
32,0.646022466,0.973377162,A,0,995,0.464245288,3.478943122,2.199173715,4.076802922,1,Y,0,Category2,Option4,11.75500206,11.06961069,Yes,High,
,0.929940152,0.831724906,,,,0.347669407,0.922061546,0.913206759,,1,Z,1,Category1,Option1,6.765532142,6.204897417,Yes,Medium,cat
44,0.916896386,-0.277001422,,0,,0.150213155,3.379563486,0.682234238,,2,Z,1,Category1,Option3,9.730529274,12.97134924,Yes,Low,some other
,0.312850773,0.9399063,,,,1.353812348,8.594507782,3.147193819,,5,Y,0,Category1,Option1,9.116461942,7.42657218,Yes,High,
41,0.027159384,-0.598164,C,0,336,1.889001211,0.725869217,-1.359894467,1.84360467,4,Y,0,Category1,Option1,8.042564945,11.08762127,Yes,Medium,
27,0.287746925,-0.646162418,A,,894,0.136021044,4.389233381,0.757780573,,5,Y,1,Category1,Option3,9.185573782,7.365830408,Yes,Low,dog
,0.185877716,0.419629574,A,0,,0.658725695,1.400370489,-3.309162121,5.902708513,3,Z,0,Category1,Option2,,14.69810106,Yes,Low,
10,0.355849307,2.108563417,,,,2.172611034,2.905765319,-0.746911873,,5,Z,0,Category2,Option4,,11.83457786,Yes,Low,cat
68,0.284095893,-0.171730065,A,,,1.360250945,2.37980152,3.338264592,2.970672229,1,Z,0,Category3,Option4,10.30607697,7.157796434,Yes,Medium,cat
,-0.181632955,0.099750774,B,0,-332.7197521,0.002487708,1.334385597,0.863868256,,5,X,0,Category2,Option3,,5.362436336,Yes,Low,dog
,0.524462787,1.551396361,A,0,,0.404841622,6.236351761,-1.333108374,4.931864249,13,Y,0,Category2,Option1,,7.707057206,No,High,
,0.129394286,-0.961296105,,1,727,0.314077113,4.528550352,-0.519850033,,3,Y,2,Category1,Option2,10.0816224,10.54043823,Yes,,cat
87,1.075089709,-0.716237197,A,,68.93455137,0.553562349,6.763306806,0.835544867,,4,Z,1,Category1,Option4,7.044094062,14.58311691,Yes,Medium,some other
,0.66594812,1.390652136,B,0,939,0.747793945,3.360848429,1.642026947,,2,Y,1,Category2,Option4,,13.41079909,No,Low,
,0.8829846,-0.743169722,,0,,0.633323798,1.803692321,-1.792770286,4.053849282,1,Z,1,Category2,Option4,,11.46537406,Yes,High,cat
75,0.461185713,1.632752343,,0,818,1.035321632,0.682798766,0.021259842,,3,Z,0,Category1,Option3,,12.0734187,Yes,Low,cat
,0.673655361,-1.465006514,A,0,1070.18329,1.03376262,1.784979785,5.029179575,4.88174117,3,Y,0,Category1,Option3,10.02469067,13.39366726,Yes,Medium,dog
,0.796325784,1.448078892,,0,,0.550310441,2.711710124,-4.136208615,,7,X,1,Category1,Option3,10.61014168,13.19955073,Yes,Low,some other
60,0.075864089,0.625378334,C,0,,1.878328112,3.983246019,-2.253535329,,4,X,1,Category1,Option1,,14.64782036,Yes,High,cat
,0.812856676,0.236952704,D,,,0.432587791,8.292748457,-0.143242578,2.767762468,5,X,1,Category1,Option2,13.57741016,12.70166312,Yes,High,
51,0.091510532,-1.334699355,,0,164,1.185664242,2.430011316,2.149233885,4.170514259,6,X,0,Category1,Option2,,9.999541687,No,High,
,1.176022761,0.000135746,A,,-372.1185582,0.588499767,1.542809656,-1.947355572,,7,Z,0,Category1,Option2,,10.76946523,Yes,High,cat
,0.717836101,-0.531388754,D,0,535,0.102673311,9.946477177,2.563712044,,9,Z,0,Category1,Option2,11.32521191,5.78191254,Yes,High,
,0.232990815,0.620847987,C,,,0.269216614,1.94618112,0.240351161,,7,X,0,Category2,Option1,,11.94826239,Yes,Medium,cat
,0.169011356,-0.925658075,,,229,0.435313735,3.497530528,-1.027507614,6.005878583,2,Z,0,Category1,Option4,,5.091508177,No,Medium,cat
40,0.459639166,1.186621101,,0,,0.595087722,5.115599555,1.594428749,,8,X,0,Category1,Option2,,11.65121066,No,Medium,dog
,0.649689897,0.00321801,A,0,803,1.799154821,1.861682687,-0.63100066,4.10415392,4,X,0,Category1,Option4,8.102851978,8.88768128,Yes,High,dog
94,0.666698785,0.283221322,,,270.7715888,0.284891894,2.517533917,0.556143078,,1,X,1,Category2,Option1,11.90511873,11.28830004,Yes,Medium,
,0.957110828,-0.208502873,A,,639,0.401277055,0.945553336,-0.294128049,,2,Y,2,Category1,Option3,10.55055132,14.24588318,No,Medium,dog
15,0.148873145,-0.46347329,,,,1.212559977,2.419126039,1.561255612,,2,Z,0,Category1,Option2,11.44144241,10.29486391,No,High,
,0.860020344,0.469261942,,,61,0.10275292,2.429395315,-1.657087927,,9,X,1,Category2,Option4,,6.227179068,Yes,Low,cat
,0.261499884,-1.866138453,,0,,1.197620758,5.707143683,2.813628812,,2,Z,0,Category1,Option3,11.61192918,5.603595076,Yes,Medium,dog
,0.045570393,0.529513685,C,0,282,1.194403202,2.308822837,-1.010002384,,4,Z,1,Category2,Option1,8.435530453,13.66839204,Yes,High,dog
,0.603862945,-0.098595851,B,0,997,0.887352031,0.140818846,-2.340385925,2.966026057,23,Z,0,Category2,Option2,8.811555284,12.64706033,Yes,Medium,cat
73,1.011122574,-0.084911522,D,0,912.0006942,0.016046408,6.801880556,0.21327559,4.962369246,2,X,0,Category1,Option1,8.400189153,6.584867038,Yes,Low,
,0.304459353,0.163541763,A,,,2.28915816,1.431472182,1.340675285,3.056138202,5,X,0,Category1,Option2,12.21338117,7.854683419,Yes,Medium,dog
,0.320258906,0.918892575,C,0,545,1.139712505,4.859652176,-0.489320627,,3,Z,0,Category3,Option3,9.488880374,9.297849588,No,High,
71,0.678630313,-1.399524913,B,0,,0.88676351,7.753109138,0.252776462,,5,X,1,Category3,Option2,,11.23547263,No,Medium,cat
,0.471534685,-1.561946882,D,0,568,0.532017147,2.677163025,0.576251314,,7,Y,0,Category1,Option4,11.84271475,5.764548962,No,High,
98,0.496203653,-1.062901379,,,888,0.53874329,2.938356881,-2.369464018,,1,Z,1,Category1,Option4,12.62432198,9.481854852,Yes,Medium,cat
,0.052074167,-1.231755497,,0,997,0.86400261,1.534587494,1.078172489,,3,Z,0,Category2,Option2,,11.78612668,No,High,cat
,0.699605876,0.714288937,,0,,1.237370823,4.26509433,1.278837293,3.0305139,1,Y,1,Category3,Option3,9.61229208,12.09707072,Yes,Medium,dog
,0.875132811,-0.646621682,,0,-223.9413501,0.812096873,4.867631254,0.637704592,5.041095603,9,Y,0,Category1,Option3,8.529805888,7.402329127,Yes,Low,cat
6,0.795488281,-0.956701627,,0,,0.181249387,3.849840149,0.782314609,,2,Z,1,Category3,Option4,,14.99613176,Yes,High,some other
32,0.543122123,-1.236354123,A,1,233,0.756663975,4.29852648,-0.118882902,,6,X,2,Category1,Option2,9.027772294,10.0288329,Yes,Low,
81,0.258807157,0.380606266,D,1,,1.304211322,4.800175583,-1.050535556,,1,Y,0,Category1,Option4,,9.729773603,Yes,Medium,cat
37,0.126210326,0.067966989,C,,,0.399061006,1.853003796,1.884366443,,2,Z,1,Category1,Option1,9.275658996,14.78517776,Yes,High,some other
27,0.511878829,-0.890536959,,,636,2.15509181,9.733813645,-1.222236842,,2,X,0,Category1,Option1,10.84431232,12.52168667,No,Low,dog
,0.954343478,-1.452252159,C,0,,0.721559316,1.760737836,-2.480556469,3.245608013,5,Z,0,Category2,Option3,,7.09020035,Yes,High,some other
,0.181836223,0.663431093,C,0,,0.005716777,0.798990731,-2.232237416,,4,Z,0,Category2,Option3,,9.552451801,Yes,High,some other
,0.598681051,-0.73659885,C,0,,0.6991601,6.765495367,0.361768616,6.108782089,22,X,1,Category1,Option1,,13.27267407,Yes,High,dog
,0.576231783,1.57246751,B,0,925,1.6129003,2.901348701,-3.486512449,2.851004751,3,Z,1,Category1,Option2,,7.531190584,Yes,Low,dog
,0.276507346,-0.659718898,,,723,1.365162194,2.59927131,-1.903452242,4.994738624,3,Y,0,Category2,Option2,9.086843643,9.946935112,Yes,High,cat
,0.797791819,-2.463745527,,,,0.106948546,3.060662164,-2.129966802,6.157841089,1,Z,0,Category1,Option2,,6.760433974,Yes,,cat
,0.697056006,-0.49656894,,0,,1.841902249,2.520418433,-0.251819707,,7,X,0,Category1,Option3,11.18645102,5.201254949,No,Medium,dog
29,0.510978323,-0.469460451,,,9,2.504277605,0.848531509,-1.604766298,,3,Z,0,Category1,Option1,6.535931431,12.79620708,Yes,High,some other
,0.623601936,-0.858127814,,0,,0.376377808,0.970629328,2.183427854,,2,X,1,Category1,Option1,,10.8928085,Yes,Medium,
,0.64679476,1.151421631,B,0,647,0.432075053,11.68675973,-2.073477716,0.964772495,12,Y,0,Category1,Option3,8.774783002,5.175016632,Yes,High,
34,1.22678691,0.138162734,,,-108.3627681,0.181727413,3.377017541,-4.287482543,,1,Y,0,Category1,Option4,,14.91185828,No,High,
,0.202692894,1.456250214,,,654,0.605035974,2.647588218,1.11153562,5.130163361,1,X,1,Category1,Option3,5.557606941,12.07326274,Yes,Medium,cat
,0.549358234,-1.445745352,A,0,433,0.668591439,11.08628844,0.365819534,7.824506782,15,X,0,Category1,Option4,,10.68262744,Yes,,cat
,0.842992534,0.447433849,,0,923,0.095908562,2.913031622,1.452831158,,1,Y,0,Category1,Option4,,9.18731547,Yes,Low,cat
16,0.119473174,-1.257561718,,,,0.574389519,10.4914837,0.637886399,,2,Z,0,Category1,Option2,12.33294427,10.65872766,Yes,Medium,cat
72,0.990168017,-0.81522679,D,,544,1.633603883,11.71312009,0.081903867,,11,X,2,Category2,Option1,,13.59421477,Yes,Low,cat
,0.759612778,-0.436906562,,,434,0.784917266,4.588475006,0.213063122,,8,Z,0,Category1,Option3,10.13039747,8.442996159,Yes,High,cat
7,0.248529977,1.094227316,B,0,,2.125399485,,0.524990484,,9,Z,0,Category1,Option3,,12.75545182,No,Medium,cat
,0.974774626,1.235188275,B,,480,0.138041361,2.000378504,-3.485068397,3.906071779,8,X,1,Category2,Option1,8.902128644,11.23849356,No,High,some other
32,-0.246111451,-0.233048351,B,0,-208.9391021,2.09219964,3.772560239,-2.500935846,7.103516265,7,Y,2,Category1,Option2,9.574807562,13.62853769,No,Low,
,0.862970551,-0.069808353,B,1,487,0.004883057,3.649536989,-0.864463611,,7,X,0,Category3,Option2,9.010014553,10.39573902,Yes,Low,
,1.038408152,0.162062568,B,0,-306.1219646,0.308095529,2.464251438,-0.61095152,3.973914346,12,Y,0,Category1,Option3,10.16190401,11.200068,Yes,High,cat
,0.818504495,0.942809576,B,,,0.307686867,4.247229266,1.432394518,8.118156688,1,Y,0,Category2,Option3,8.290949315,11.60322031,No,Low,cat
40,0.326712378,0.337345752,B,,855,0.088858776,2.406200832,2.871707004,6.026097908,15,X,2,Category1,Option2,10.18370312,5.115554598,No,Low,
0,0.996198749,1.130048023,A,,453,1.547569145,1.749993368,-3.089448929,,15,X,1,Category2,Option3,12.06847598,5.474864938,No,High,cat
,0.814962012,-2.021010496,B,,81,2.03344114,3.361938283,1.21024393,,3,X,0,Category3,Option1,,9.034187224,Yes,High,cat
,0.254663442,-2.891597817,A,0,,0.652937024,10.10782217,1.382346676,3.021862156,5,X,2,Category1,Option3,9.644746647,11.55632882,Yes,High,cat
77,0.7611595,-0.475346153,B,,995,0.697426231,0.42320817,-1.310299767,6.124343954,12,Y,2,Category1,Option3,3.861044583,13.04162589,Yes,High,cat
,-0.044778096,2.450744227,D,0,463.8773992,2.162900898,9.011370663,4.380944692,,1,Z,1,Category1,Option1,,14.62849711,Yes,Medium,some other
,0.232470292,1.800633258,B,,896,0.674498961,3.874311851,-1.846390876,4.014029803,1,Z,1,Category1,Option2,8.233938114,14.66656687,No,High,
,0.462734312,0.721667021,,,400.3789109,0.212917442,0.991245315,1.63216601,4.005701296,1,Y,0,Category1,Option2,10.07853883,8.882435138,Yes,Medium,some other
50,0.444067429,1.023249673,A,0,428,1.25812684,3.293983503,-1.105465463,,2,X,0,Category1,Option1,,11.7410407,Yes,Low,some other
68,0.166811365,0.285619831,A,,65,0.851506274,1.252716073,0.205509007,6.036899515,7,Z,1,Category1,Option1,10.16565666,5.3526314,Yes,,cat
76,0.842161179,0.416712566,,,,0.995346152,,-0.442548221,,11,X,1,Category3,Option2,11.03546717,12.8385855,Yes,Medium,dog
,0.32193196,0.87616637,D,0,688,0.605583115,3.061306285,0.061638169,2.027398886,1,Z,1,Category1,Option4,,11.90585634,Yes,Medium,cat
,0.158450873,0.468402835,B,,702,2.096417231,4.235581532,3.753799054,8.047463737,8,Z,0,Category1,Option4,,9.202798815,Yes,High,
,0.72144809,1.791965557,,0,,0.147689242,1.359015817,0.040402779,2.018677335,4,Y,1,Category3,Option2,,7.353020541,Yes,High,dog
80,0.242972055,-0.118368694,C,,125,0.592154258,4.05600848,0.121516262,,4,Z,2,Category2,Option3,7.985232166,9.590534415,Yes,High,
,0.685109513,-2.432429645,B,,548,1.094084115,5.92159476,0.389690291,,5,Z,0,Category1,Option1,11.04335764,14.52223448,Yes,High,some other
,0.399402833,0.483837383,C,0,,0.825417108,2.124391605,1.4521765,4.948893103,1,X,0,Category2,Option4,10.30740387,13.36923206,Yes,High,some other
,0.389091317,-0.255858701,C,,222,0.417794648,,2.958311345,,26,Z,1,Category1,Option3,12.99648483,11.56014763,Yes,Medium,cat
35,0.103874508,-0.116043037,B,0,640,0.104654782,3.405397098,0.843034458,5.79611055,4,Z,1,Category2,Option3,10.82349949,11.36162531,Yes,Medium,dog
,0.001320093,-0.495140258,B,,,1.005217785,5.912893215,3.163405442,,3,X,1,Category1,Option4,9.389150379,14.45761885,Yes,High,dog
,0.946316119,-0.86313297,,1,,3.776856164,4.58313981,-0.525591723,4.05474603,2,Y,0,Category2,Option4,14.21789894,11.39058319,Yes,High,some other
,0.008469059,2.031887292,,,298,1.708758342,5.425939286,-1.309823174,,2,Y,0,Category1,Option4,9.181029271,13.21677803,Yes,,
